0.0,0.0,0
8.226549541950243,0.0,1
10.576992268221742,0.0,2
12.92743499449324,0.0,3
15.277877720764739,0.0,4
16.453099083900486,0.0,5
17.628320447036238,0.0,6
18.803541810171986,0.0,7
19.978763173307733,0.0,8
19.978763173307733,0.0,9
21.153984536443485,0.0,10
21.153984536443485,0.0,11
22.329205899579232,0.0,12
22.329205899579232,0.0,13
22.329205899579232,0.0,14
23.504427262714984,0.0,15
23.504427262714984,0.0,16
23.504427262714984,0.0,17
23.504427262714984,0.0,18
23.504427262714984,0.0,19
23.504427262714984,0.0,20
23.504427262714984,0.0,21
23.504427262714984,0.0,22
23.504427262714984,0.0,23
22.329205899579232,0.0,24
22.329205899579232,0.0,25
22.329205899579232,0.0,26
21.153984536443485,0.0,27
21.153984536443485,0.0,28
19.978763173307733,0.0,29
19.978763173307733,0.0,30
18.803541810171986,0.0,31
17.628320447036238,0.0,32
16.453099083900486,0.0,33
15.277877720764739,0.0,34
12.92743499449324,0.0,35
10.576992268221742,0.0,36
8.226549541950243,0.0,37
0.0,0.0,38
-0.0,0.0,0
-1.8690892880275516,8.011405781730346,1
-2.4031147988925663,10.300378862224731,2
-2.9371403097575812,12.589351942719116,3
-3.471165820622596,14.8783250232135,4
-3.738178576055103,16.022811563460692,5
-4.005191331487611,17.167298103707886,6
-4.272204086920118,18.31178464395508,7
-4.539216842352625,19.45627118420227,8
-4.539216842352625,19.45627118420227,9
-4.806229597785133,20.600757724449462,10
-4.806229597785133,20.600757724449462,11
-5.0732423532176405,21.745244264696655,12
-5.0732423532176405,21.745244264696655,13
-5.0732423532176405,21.745244264696655,14
-5.3402551086501475,22.88973080494385,15
-5.3402551086501475,22.88973080494385,16
-5.3402551086501475,22.88973080494385,17
-5.3402551086501475,22.88973080494385,18
-5.3402551086501475,22.88973080494385,19
-5.3402551086501475,22.88973080494385,20
-5.3402551086501475,22.88973080494385,21
-5.3402551086501475,22.88973080494385,22
-5.3402551086501475,22.88973080494385,23
-5.0732423532176405,21.745244264696655,24
-5.0732423532176405,21.745244264696655,25
-5.0732423532176405,21.745244264696655,26
-4.806229597785133,20.600757724449462,27
-4.806229597785133,20.600757724449462,28
-4.539216842352625,19.45627118420227,29
-4.539216842352625,19.45627118420227,30
-4.272204086920118,18.31178464395508,31
-4.005191331487611,17.167298103707886,32
-3.738178576055103,16.022811563460692,33
-3.471165820622596,14.8783250232135,34
-2.9371403097575812,12.589351942719116,35
-2.4031147988925663,10.300378862224731,36
-1.8690892880275516,8.011405781730346,37
-0.0,0.0,38
-0.0,-0.0,0
-7.3772275391337025,-3.640416350090887,1
-9.485006836029047,-4.680535307259713,2
-11.59278613292439,-5.720654264428537,3
-13.700565429819735,-6.760773221597362,4
-14.754455078267405,-7.280832700181774,5
-15.80834472671508,-7.800892178766188,6
-16.86223437516275,-8.3209516573506,7
-17.91612402361042,-8.84101113593501,8
-17.91612402361042,-8.84101113593501,9
-18.970013672058094,-9.361070614519425,10
-18.970013672058094,-9.361070614519425,11
-20.023903320505763,-9.881130093103836,12
-20.023903320505763,-9.881130093103836,13
-20.023903320505763,-9.881130093103836,14
-21.07779296895344,-10.401189571688251,15
-21.07779296895344,-10.401189571688251,16
-21.07779296895344,-10.401189571688251,17
-21.07779296895344,-10.401189571688251,18
-21.07779296895344,-10.401189571688251,19
-21.07779296895344,-10.401189571688251,20
-21.07779296895344,-10.401189571688251,21
-21.07779296895344,-10.401189571688251,22
-21.07779296895344,-10.401189571688251,23
-20.023903320505763,-9.881130093103836,24
-20.023903320505763,-9.881130093103836,25
-20.023903320505763,-9.881130093103836,26
-18.970013672058094,-9.361070614519425,27
-18.970013672058094,-9.361070614519425,28
-17.91612402361042,-8.84101113593501,29
-17.91612402361042,-8.84101113593501,30
-16.86223437516275,-8.3209516573506,31
-15.80834472671508,-7.800892178766188,32
-14.754455078267405,-7.280832700181774,33
-13.700565429819735,-6.760773221597362,34
-11.59278613292439,-5.720654264428537,35
-9.485006836029047,-4.680535307259713,36
-7.3772275391337025,-3.640416350090887,37
-0.0,-0.0,38
0.0,-0.0,0
5.221332387864964,-6.357185341139121,1
6.713141641540669,-8.173524010036013,2
8.204950895216372,-9.989862678932903,3
9.696760148892077,-11.806201347829797,4
10.442664775729927,-12.714370682278242,5
11.188569402567781,-13.622540016726688,6
11.934474029405633,-14.530709351175133,7
12.680378656243484,-15.438878685623578,8
12.680378656243484,-15.438878685623578,9
13.426283283081338,-16.347048020072027,10
13.426283283081338,-16.347048020072027,11
14.172187909919188,-17.25521735452047,12
14.172187909919188,-17.25521735452047,13
14.172187909919188,-17.25521735452047,14
14.918092536757042,-18.163386688968917,15
14.918092536757042,-18.163386688968917,16
14.918092536757042,-18.163386688968917,17
14.918092536757042,-18.163386688968917,18
14.918092536757042,-18.163386688968917,19
14.918092536757042,-18.163386688968917,20
14.918092536757042,-18.163386688968917,21
14.918092536757042,-18.163386688968917,22
14.918092536757042,-18.163386688968917,23
14.172187909919188,-17.25521735452047,24
14.172187909919188,-17.25521735452047,25
14.172187909919188,-17.25521735452047,26
13.426283283081338,-16.347048020072027,27
13.426283283081338,-16.347048020072027,28
12.680378656243484,-15.438878685623578,29
12.680378656243484,-15.438878685623578,30
11.934474029405633,-14.530709351175133,31
11.188569402567781,-13.622540016726688,32
10.442664775729927,-12.714370682278242,33
9.696760148892077,-11.806201347829797,34
8.204950895216372,-9.989862678932903,35
6.713141641540669,-8.173524010036013,36
5.221332387864964,-6.357185341139121,37
0.0,-0.0,38
0.0,0.0,0
5.004632227910147,6.5291480018088786,1
6.434527150170189,8.39461885946856,2
7.864422072430231,10.260089717128238,3
9.294316994690274,12.125560574787919,4
